Time,Light,ECG,Temp,OXI,Battery Voltage (mV)
136909,357.0,49.0,24.0,3326.0,464.00,3057.0
136975,357.0,49.0,24.0,3078.0,464.00,3052.0
137040,358.0,49.0,24.0,3038.0,464.00,3277.0
137101,358.0,49.0,24.0,3241.0,464.00,3446.0
137167,357.0,49.0,24.0,3433.0,464.00,3342.0
137233,357.0,49.0,24.0,3354.0,464.00,3076.0
137298,357.0,49.0,24.0,3090.0,464.00,3040.0
137364,358.0,49.0,24.0,3035.0,464.00,3259.0
137429,358.0,49.0,24.0,3200.0,464.00,3443.0
137495,358.0,49.0,24.0,3395.0,464.00,3413.0
137560,357.0,49.0,24.0,3433.0,464.00,3186.0
137626,357.0,49.0,24.0,3216.0,464.00,3023.0
137687,358.0,49.0,24.0,3027.0,464.00,3114.0
137753,358.0,49.0,24.0,3094.0,464.00,3370.0
137818,358.0,49.0,24.0,3342.0,464.00,3421.0
137884,357.0,49.0,24.0,3431.0,464.00,3203.0
137949,357.0,49.0,24.0,3241.0,464.00,3026.0
138015,358.0,49.0,24.0,3030.0,464.00,3106.0
138080,358.0,49.0,24.0,3082.0,464.00,3346.0
138146,358.0,49.0,24.0,3330.0,464.00,3433.0
138207,352.0,49.0,24.0,3464.0,464.00,3290.0
